"","Roger Federer","Pete Sampras","Ivan Lendl","Jimmy Connors","Novak Djokovic","John McEnroe","Rafael Nadal","Bjorn Borg","Andre Agassi","Lleyton Hewitt","Stefan Edberg","Jim Courier","Gustavo Kuerten","Andy Murray","Ilie Nastase","Mats Wilander","Andy Roddick","Boris Becker","Marat Safin","Juan Carlos Ferrero","John Newcombe","Yevgeny Kafelnikov","Thomas Muster","Marcelo Rios","Carlos Moya","Patrick Rafter"
"08/18/2014",3,NA,NA,NA,1,NA,2,NA,NA,41,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/25/2014",3,NA,NA,NA,1,NA,2,NA,NA,41,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/08/2014",3,NA,NA,NA,1,NA,2,NA,NA,49,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/15/2014",3,NA,NA,NA,1,NA,2,NA,NA,49,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/22/2014",3,NA,NA,NA,1,NA,2,NA,NA,49,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/29/2014",3,NA,NA,NA,1,NA,2,NA,NA,49,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/06/2014",3,NA,NA,NA,1,NA,2,NA,NA,54,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2014",2,NA,NA,NA,1,NA,3,NA,NA,54,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/20/2014",2,NA,NA,NA,1,NA,3,NA,NA,52,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/27/2014",2,NA,NA,NA,1,NA,3,NA,NA,49,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/03/2014",2,NA,NA,NA,1,NA,3,NA,NA,49,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/10/2014",2,NA,NA,NA,1,NA,3,NA,NA,49,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/17/2014",2,NA,NA,NA,1,NA,3,NA,NA,50,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/24/2014",2,NA,NA,NA,1,NA,3,NA,NA,50,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/01/2014",2,NA,NA,NA,1,NA,3,NA,NA,50,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/08/2014",2,NA,NA,NA,1,NA,3,NA,NA,50,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/15/2014",2,NA,NA,NA,1,NA,3,NA,NA,50,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/22/2014",2,NA,NA,NA,1,NA,3,NA,NA,50,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/29/2014",2,NA,NA,NA,1,NA,3,NA,NA,50,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/05/2015",2,NA,NA,NA,1,NA,3,NA,NA,84,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/12/2015",2,NA,NA,NA,1,NA,3,NA,NA,86,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/19/2015",2,NA,NA,NA,1,NA,3,NA,NA,87,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/02/2015",2,NA,NA,NA,1,NA,3,NA,NA,83,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/09/2015",2,NA,NA,NA,1,NA,3,NA,NA,81,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/16/2015",2,NA,NA,NA,1,NA,3,NA,NA,89,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/23/2015",2,NA,NA,NA,1,NA,4,NA,NA,99,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/02/2015",2,NA,NA,NA,1,NA,3,NA,NA,98,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/09/2015",2,NA,NA,NA,1,NA,3,NA,NA,101,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/23/2015",2,NA,NA,NA,1,NA,3,NA,NA,107,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/06/2015",2,NA,NA,NA,1,NA,5,NA,NA,109,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/13/2015",2,NA,NA,NA,1,NA,5,NA,NA,117,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/20/2015",2,NA,NA,NA,1,NA,4,NA,NA,111,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/27/2015",2,NA,NA,NA,1,NA,4,NA,NA,110,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/04/2015",2,NA,NA,NA,1,NA,4,NA,NA,108,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/11/2015",2,NA,NA,NA,1,NA,7,NA,NA,113,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/18/2015",2,NA,NA,NA,1,NA,7,NA,NA,110,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/25/2015",2,NA,NA,NA,1,NA,7,NA,NA,108,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/08/2015",2,NA,NA,NA,1,NA,10,NA,NA,112,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/15/2015",2,NA,NA,NA,1,NA,10,NA,NA,117,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/22/2015",2,NA,NA,NA,1,NA,10,NA,NA,117,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/29/2015",2,NA,NA,NA,1,NA,10,NA,NA,118,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/13/2015",2,NA,NA,NA,1,NA,10,NA,NA,279,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/20/2015",2,NA,NA,NA,1,NA,10,NA,NA,226,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/27/2015",2,NA,NA,NA,1,NA,10,NA,NA,228,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/03/2015",2,NA,NA,NA,1,NA,9,NA,NA,283,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/10/2015",2,NA,NA,NA,1,NA,9,NA,NA,271,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/17/2015",3,NA,NA,NA,1,NA,8,NA,NA,346,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/24/2015",2,NA,NA,NA,1,NA,8,NA,NA,347,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/31/2015",2,NA,NA,NA,1,NA,8,NA,NA,355,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/14/2015",2,NA,NA,NA,1,NA,7,NA,NA,286,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/21/2015",2,NA,NA,NA,1,NA,7,NA,NA,290,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/28/2015",2,NA,NA,NA,1,NA,7,NA,NA,287,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/05/2015",2,NA,NA,NA,1,NA,8,NA,NA,291,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2015",3,NA,NA,NA,1,NA,7,NA,NA,296,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/19/2015",3,NA,NA,NA,1,NA,7,NA,NA,296,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/26/2015",3,NA,NA,NA,1,NA,7,NA,NA,296,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/02/2015",2,NA,NA,NA,1,NA,6,NA,NA,296,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/09/2015",3,NA,NA,NA,1,NA,5,NA,NA,297,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/16/2015",3,NA,NA,NA,1,NA,5,NA,NA,302,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/23/2015",3,NA,NA,NA,1,NA,5,NA,NA,304,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/30/2015",3,NA,NA,NA,1,NA,5,NA,NA,305,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/07/2015",3,NA,NA,NA,1,NA,5,NA,NA,307,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/14/2015",3,NA,NA,NA,1,NA,5,NA,NA,307,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/21/2015",3,NA,NA,NA,1,NA,5,NA,NA,307,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/28/2015",3,NA,NA,NA,1,NA,5,NA,NA,307,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/04/2016",3,NA,NA,NA,1,NA,5,NA,NA,307,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/11/2016",3,NA,NA,NA,1,NA,5,NA,NA,306,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/18/2016",3,NA,NA,NA,1,NA,5,NA,NA,308,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/01/2016",3,NA,NA,NA,1,NA,5,NA,NA,306,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/08/2016",3,NA,NA,NA,1,NA,5,NA,NA,303,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/15/2016",3,NA,NA,NA,1,NA,5,NA,NA,306,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/22/2016",3,NA,NA,NA,1,NA,5,NA,NA,308,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/29/2016",3,NA,NA,NA,1,NA,5,NA,NA,301,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/07/2016",3,NA,NA,NA,1,NA,5,NA,NA,301,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/21/2016",3,NA,NA,NA,1,NA,5,NA,NA,301,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/04/2016",3,NA,NA,NA,1,NA,5,NA,NA,319,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/11/2016",3,NA,NA,NA,1,NA,5,NA,NA,320,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/18/2016",3,NA,NA,NA,1,NA,5,NA,NA,324,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/25/2016",3,NA,NA,NA,1,NA,5,NA,NA,321,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/02/2016",3,NA,NA,NA,1,NA,5,NA,NA,325,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/09/2016",2,NA,NA,NA,1,NA,5,NA,NA,324,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/16/2016",3,NA,NA,NA,1,NA,5,NA,NA,322,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/23/2016",3,NA,NA,NA,1,NA,5,NA,NA,324,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/06/2016",3,NA,NA,NA,1,NA,4,NA,NA,318,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/13/2016",3,NA,NA,NA,1,NA,4,NA,NA,318,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/20/2016",3,NA,NA,NA,1,NA,4,NA,NA,314,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/27/2016",3,NA,NA,NA,1,NA,4,NA,NA,313,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/11/2016",3,NA,NA,NA,1,NA,4,NA,NA,312,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/18/2016",3,NA,NA,NA,1,NA,4,NA,NA,393,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/25/2016",3,NA,NA,NA,1,NA,4,NA,NA,389,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/01/2016",3,NA,NA,NA,1,NA,5,NA,NA,387,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/08/2016",3,NA,NA,NA,1,NA,5,NA,NA,452,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/15/2016",3,NA,NA,NA,1,NA,5,NA,NA,453,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/22/2016",4,NA,NA,NA,1,NA,5,NA,NA,453,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/29/2016",4,NA,NA,NA,1,NA,5,NA,NA,449,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/12/2016",7,NA,NA,NA,1,NA,4,NA,NA,622,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/19/2016",7,NA,NA,NA,1,NA,4,NA,NA,616,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/26/2016",7,NA,NA,NA,1,NA,4,NA,NA,623,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/03/2016",7,NA,NA,NA,1,NA,4,NA,NA,626,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/10/2016",7,NA,NA,NA,1,NA,5,NA,NA,626,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/17/2016",8,NA,NA,NA,1,NA,6,NA,NA,620,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/24/2016",7,NA,NA,NA,1,NA,6,NA,NA,624,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/31/2016",9,NA,NA,NA,1,NA,6,NA,NA,626,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/07/2016",16,NA,NA,NA,2,NA,8,NA,NA,627,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/14/2016",16,NA,NA,NA,2,NA,8,NA,NA,631,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/21/2016",16,NA,NA,NA,2,NA,9,NA,NA,632,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/28/2016",16,NA,NA,NA,2,NA,9,NA,NA,636,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/05/2016",16,NA,NA,NA,2,NA,9,NA,NA,634,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/12/2016",16,NA,NA,NA,2,NA,9,NA,NA,633,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/19/2016",16,NA,NA,NA,2,NA,9,NA,NA,633,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/26/2016",16,NA,NA,NA,2,NA,9,NA,NA,633,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/02/2017",16,NA,NA,NA,2,NA,9,NA,NA,636,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/09/2017",17,NA,NA,NA,2,NA,9,NA,NA,636,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/16/2017",17,NA,NA,NA,2,NA,9,NA,NA,636,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/30/2017",10,NA,NA,NA,2,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/06/2017",10,NA,NA,NA,2,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/13/2017",9,NA,NA,NA,2,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/20/2017",9,NA,NA,NA,2,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/27/2017",10,NA,NA,NA,2,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/06/2017",10,NA,NA,NA,2,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/20/2017",6,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/03/2017",4,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/10/2017",4,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/17/2017",4,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/24/2017",4,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/01/2017",4,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/08/2017",4,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/15/2017",5,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/22/2017",5,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/29/2017",5,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/12/2017",5,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/19/2017",5,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/26/2017",5,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/03/2017",5,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/10/2017",5,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/17/2017",3,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/24/2017",3,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/31/2017",3,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/07/2017",3,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/14/2017",3,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/21/2017",3,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/28/2017",3,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
